ID_BB_COMPANY,LONG_COMP_NAME,ID_BB_PARENT_CO,LONG_PARENT_COMP_NAME,INDUSTRY_SECTOR,INDUSTRY_GROUP,INDUSTRY_SUBGROUP,CNTRY_OF_DOMICILE,CNTRY_OF_INCORPORATION,CNTRY_OF_RISK,STATE_OF_DOMICILE,STATE_OF_INCORPORATION,COMPANY_ADDRESS,IS_ULT_PARENT,OBLIG_INDUSTRY_SUBGROUP,ACQUIRED_BY_PARENT,COMPANY_TO_PARENT_RELATIONSHIP,ISSUER_NAME_TYPES,ID_BB_ULTIMATE_PARENT_CO,LONG_ULT_PARENT_COMP_NAME,COMPANY_CORP_TICKER,ULT_PARENT_CNTRY_OF_RISK,ULT_PARENT_TICKER_EXCHANGE,ULT_PARENT_CNTRY_INCORPORATION,ULT_PARENT_CNTRY_DOMICILE,INDUSTRY_SUBGROUP_NUM,COMPANY_LEGAL_NAME,OBLIGOR_BBID,ID_BB_GLOBAL_COMPANY,ID_BB_GLOBAL_PARENT_CO,ID_BB_GLOBAL_ULTIMATE_PARENT_CO,ID_BB_GLOBAL_OBLIGOR_COMPANY,ID_BB_GLOBAL_COMPANY_NAME,ID_BB_GLOBAL_PARENT_COMPANY_NAME,ID_BB_GLOBAL_ULT_PARENT_CO_NAME,ID_BB_GLOBAL_OBLIGOR_NAME,INDUSTRY_SECTOR_NUM,INDUSTRY_GROUP_NUM,LEGAL_ENTITY_IDENTIFIER,LEI_ENTITY_STATUS,LEI_LEGAL_FORM,LEI_ASSIGNED_DATE,LEI_LAST_UPDATE,LEI_DISABLED_DATE,LEI_REGISTRATION_ADDRESS,LEI_RECORD_STATE,LEI_MAINTENANCE_STATE,LEI_NEXT_MAINTENANCE_DATE,PARENT_OBLIGOR_ID,PARENT_OBLIGOR_NAME,COUNTRY_RISK_ISO_CODE,ID_REPLACEMENT_IDENTIFIER,COMPANY_WEB_ADDRESS,COMPANY_IS_PRIVATE,ULT_PARENT_CORP_TICKER,LEI_NAME,LEI_ULTIMATE_PARENT_COMPANY,COMPANY_FAX_NUMBER,COMPANY_TEL_NUMBER,ALTERNATE_COMPANY_NAME,PREVIOUS_COMPANY_NAMES,OTHER_LEI_NAME,MANAGING_LOCAL_OPER_UNIT_NAME,MANAGING_LOCAL_OPER_UNIT_LEI,LEI_VALIDATION_SOURCES,ULTIMATE_OBLIGOR_ID,ULTIMATE_OBLIGOR_NAME,ISO_COUNTRY_OF_OBLIGOR,SYNTHETIC_ENTITY_INDICATOR,ISSUER_BBID,COMPANY_STATUS
31354143,Professional Technology Services Inc,, ,Technology,Computers,Computer Services,US,US,US,DE,DE, ,N.A.,Computer Services,N, ,Company,, , , , , , ,251.0,Professional Technology Services Inc.,,BBG0032NH029,N.A.,N.A.,N.A.,Professional Technology Services Inc,N.A.,N.A.,N.A.,10013.0,20106.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,US, ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
21439963,Ashmore Greater China Equity Fund,232810.0,Ashmore Management Co Ltd/Guernsey,N.A.,N.A.,N.A.,GG,GG, ,N.A.,N.A., ,N,Country Fund-China,N,Fund Entity,Funds,11072316.0,Ashmore Group PLC, ,GB,ASHM LN,GB,GB,, ,,BBG001H7C884,BBG001FL2S91,BBG001FM7VW1,N.A.,Ashmore Greater China Equity Fund,Ashmore Management Co Ltd/Guer,Ashmore Group PLC,N.A.,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, , , ,N.A., ,ASHMLN,N.A.,549300U3L59WB4YI2X12, , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, , 
48816155,Weeden Prime Services LLC,202298.0,Siebert Financial Corp,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,US,US,US,CT,DE,;2;6;1;1;145 Mason Street;1;2nd Floor;1;Greenwich;1;CT;1;06830;1;United States;,N,Finance-Invest Bnkr/Brkr,Y,Subsidiary,Company,50957662.0,Kennedy Cabot Acquisition LLC, ,US,1436436D US,US,US,159.0,"Weeden Prime Services, LLC",,BBG00C59CJ76,BBG001FJF1R1,BBG00DR74X90,N.A.,Weeden Prime Services LLC,Siebert Financial Corp,Kennedy Cabot Acquisition LLC,N.A.,10008.0,20054.0,549300OM6UL0BXPO3W46,ACTIVE,LIMITED LIABILITY COMPANY,20171208,20191107,N.A.,";2;5;1;1;C/O THE CORPORATION TRUST COMPANY;1;CORPORATION TRUST CENTER 1209 ORANGE ST;1;New Castle;1;WILMINGTON, US-DE 19801;1;US;",LAPSED, ,20191107,, ,US, ,www.weedenprime.com,Y,N.A.,"WEEDEN PRIME SERVICES, LLC",N.A., ,1-646-227-5555,N.A.,N.A.,";2;1;1;1;Saxis Group, LLC;",Business Entity Data B.V.,EVK05KS7XY1DEII3R011,FULLY_CORROBORATED,, ,N.A.,N, ,PRIV
17283783,Victory Bright Holdings Ltd,, ,Financial,Closed-end Funds,Closed-end Funds,HK,VG,HK,N.A.,N.A., ,N.A.,Closed-end Funds,N, ,Company,, , , , , , ,155.0, ,,BBG001G7ZVJ7,N.A.,N.A.,N.A.,Victory Bright Holdings Ltd,N.A.,N.A.,N.A.,10008.0,20052.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A., ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
33716911,Chocolaterie Smet BVBA,, ,"Consumer, Non-cyclical",Food,Food-Confectionery,BE,BE,BE,N.A.,N.A.,;2;6;1;1;KMO Zone Bosduin;1;Onderzeel 1;1;Kalmthout;1; ;1;2920;1;Belgium;,N.A.,Food-Confectionery,N, ,Company,, , , , , , ,105.0,Chocolaterie Smet BVBA,,BBG003QQQ9Y2,N.A.,N.A.,N.A.,Chocolaterie Smet BVBA,N.A.,N.A.,N.A.,10005.0,20040.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,BE, ,www.smet.be,Y,N.A.,N.A.,N.A.,32-3-311-79-46,32-3-311-70-00,;2;1;1;1;Chocolaterie Smet SPRL;,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
66050908,Agri-Turf Distributing LLC,, ,"Consumer, Non-cyclical",Commercial Services,Building-Maint&Service,US,US,US,CA,N.A., ,N.A.,Building-Maint&Service,N, ,Company,, , , , , , ,83.0, ,,BBG00QHJ2WM5,N.A.,N.A.,N.A.,Agri-Turf Distributing LLC,N.A.,N.A.,N.A.,10005.0,20038.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,US, ,www.agriturfdistributing.com,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
39842784,L&S Clapham Road Ltd,11234117.0,LondonMetric Property PLC, , , ,GG,GG,GB,N.A.,N.A., ,N, ,N,Integrated,Company,11234117.0,LondonMetric Property PLC, ,GB,LMP LN,GB,GB,,L&S Clapham Road Limited,,BBG0068SHSR7,BBG001FNXJD8,BBG001FNXJD8,N.A.,L&S Clapham Road Ltd,LondonMetric Property PLC,LondonMetric Property PLC,N.A.,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,11234117.0,LondonMetric Property PLC,GB, ,N.A.,Y,LMPLN,N.A.,213800OCERWWPQDURL87, , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,INAC
28898193,TBS Farms LLC,, ,"Consumer, Non-cyclical",Agriculture,Pastoral&Agricultural,US,US,US,MO,N.A.,;2;6;1;1;905 Plantation Blvd;1; ;1;Sikeston;1;MO;1;63801;1;United States;,N.A.,Pastoral&Agricultural,N, ,Company,, , , , , , ,79.0, ,,BBG002FY21P2,N.A.,N.A.,N.A.,TBS Farms LLC,N.A.,N.A.,N.A.,10005.0,20035.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,US, ,N.A.,Y,N.A.,N.A.,N.A., ,1-573-475-9286,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
27209180,Vian Construction Co,, ,Industrial,Engineering&Construction,Building&Construct-Misc,US,US,US,IL,N.A.,;2;6;1;1;1041 Martha Street;1; ;1;Elk Grove Village;1;IL;1;60007;1;United States;,N.A.,Building&Construct-Misc,N, ,Company,, , , , , , ,202.0, ,,BBG00226G895,N.A.,N.A.,N.A.,Vian Construction Co,N.A.,N.A.,N.A.,10011.0,20082.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,US, ,N.A.,Y,N.A.,N.A.,N.A., ,1-847-364-5369,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
21721899,Ronneby Stormarknad AB,21680295.0,Hagervagens Livsmedel AB,"Consumer, Non-cyclical",Food,Food-Retail,SE,SE,SE,N.A.,N.A.,;2;6;1;1;Karlshamnsvagen 8;1;PO Box 528;1;Ronneby;1; ;1;37225;1;Sweden;,N,Food-Retail,N,Subsidiary,Company,21680295.0,Hagervagens Livsmedel AB, ,SE,5158474Z SS,SE,SE,111.0, ,,BBG001HDFX83,BBG001HCTX99,BBG001HCTX99,N.A.,Ronneby Stormarknad AB,Hagervagens Livsmedel AB,Hagervagens Livsmedel AB,N.A.,10005.0,20040.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,SE, ,N.A.,Y,N.A.,N.A.,N.A.,46-457-159-40,46-457-455-600,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
35158845,CER-Quail Run Energy Partners LP,101170.0,Exelon Corp, , , ,US,US,US,CT,DE, ,N, ,N,Related Entities,Company,101170.0,Exelon Corp, ,US,EXC US,US,US,,CER-Quail Run Energy Partners LP,,BBG004FQ1121,BBG001FDZ771,BBG001FDZ771,N.A.,CER-Quail Run Energy Partners LP,Exelon Corp,Exelon Corp,N.A.,,,549300CEKXJX0YULZ807,ACTIVE, ,20150120,20190911,N.A.,";2;5;1;1;c/o The Corporation Trust Company;1;Corporation Trust Center;1;1209 Orange Street;1;Wilmington, US-DE 19801;1;US;",ISSUED, ,20200928,101170.0,Exelon Corp,US, ,N.A.,Y,EXC,"Quail Run Energy Partners, LP",3SOUA6IRML7435B56G12, , ,N.A.,N.A., ,Bloomberg Finance L.P.,5493001KJTIIGC8Y1R12,FULLY_CORROBORATED,, ,N.A.,N, ,PRIV
67082798,Norrbottens Skyttesportforbund,, , , , ,SE,SE,SE,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,, ,,BBG00RF97G92,N.A.,N.A.,N.A.,Norrbottens Skyttesportforbund,N.A.,N.A.,N.A.,,,549300WVO98HD5TO6B45,ACTIVE, ,20200115,20200115,N.A.,";2;4;1;1;C/O Roger Blombaeck;1;Frejagatan 8;1;Pitea, SE-BD 941 39;1;SE;",ISSUED, ,20201211,, ,SE, ,N.A.,Y,N.A.,Norrbottens Skyttesportforbund,N.A., , ,N.A.,N.A., ,Business Entity Data B.V.,EVK05KS7XY1DEII3R011,ENTITY_SUPPLIED_ONLY,, ,N.A.,N, ,PRIV
36420906,SAP Estonia OU,118412.0,SAP SE, , , ,EE,EE,DE,N.A.,N.A., ,N, ,N,Subsidiary,Company,118412.0,SAP SE, ,DE,SAP GR,DE,DE,,SAP Estonia OU,,BBG004Y74GY1,BBG001FFJT03,BBG001FFJT03,N.A.,SAP Estonia OU,SAP SE,SAP SE,N.A.,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,118412.0,SAP SE,DE, ,N.A.,Y,SAPGR,N.A.,529900D6BF99LW9R2E68, , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
14405995,Skylight Capital Inc,, ,Financial,Private Equity,Private Equity,US,US,US,WA,WA,;2;6;1;1;601 Union Street;1;Suite 3200;1;Seattle;1;WA;1;98101;1;United States;,Y,Private Equity,N, ,Company,14405995.0,Skylight Capital Inc, ,US,2751007Z US,US,US,988.0,"Skylight Capital, Inc.",,BBG001H9ZWY3,N.A.,BBG001H9ZWY3,N.A.,Skylight Capital Inc,N.A.,Skylight Capital Inc,N.A.,10008.0,20060.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A., ,www.skylight-capital.com,Y,N.A.,N.A.,N.A.,1-206-238-9977,1-206-254-1124,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
7343526,Foresight Holdings Pvt Ltd,, ,Financial,Diversified Finan Serv,Finance-Other Services,IN,IN,IN,N.A.,N.A.,;2;6;1;1;2/B-C Naaz Building;1;Lamington Road;1;Mumbai;1; ;1;400004;1;India;,N.A.,Finance-Other Services,N, ,Company,, , , , , , ,162.0,Foresight Holdings Private Limited,,BBG001GT7QX5,N.A.,N.A.,N.A.,Foresight Holdings Pvt Ltd,N.A.,N.A.,N.A.,10008.0,20054.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A., ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
40984566,ETS Boldoduc SAS,, , , , ,FR,FR,FR,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,,ETS Boldoduc,,BBG006NV5PT0,N.A.,N.A.,N.A.,ETS Boldoduc SAS,N.A.,N.A.,N.A.,,,969500WE3VH01SWTW196,ACTIVE,"SAS, societe par actions simplifiee",20140606,20200205,N.A.,";2;3;1;1;15 CHE DU PLATEAU;1;DARDILLY, 69570;1;FR;",ISSUED, ,20210205,, ,FR, ,N.A.,Y,N.A.,ETS BOLDODUC,N.A., , ,N.A.,N.A., ,INSTITUT NATIONAL DE LA STATISTIQUE ET DES ETUDES ECONOMIQUES,969500Q2MA9VBQ8BG884,FULLY_CORROBORATED,, ,N.A.,N, ,PRIV
62186122,FT 7718 - Interest Rate Hedge Opportunity Portfolio - Series 8,7229126.0,First Trust Unit Investment Trusts/USA,N.A.,N.A.,N.A.,US,US, ,N.A.,N.A., ,N, ,N,Synthetic Parent,Funds,24778210.0,Grace Partners of DuPage LP, ,US,1621709D US,US,US,, ,,BBG00M8VMWW4,BBG001GPH0Q7,BBG00G3Q2FT6,N.A.,FT 7718 - Interest Rate Hedge Opportunity Portfolio - Series 8,First Trust Unit Investment Tr,Grace Partners of DuPage LP,N.A.,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, , , ,N.A., ,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, , 
16828990,HPT IHG Properties Trust,170203.0,Service Properties Trust, , , ,US,US,US,N.A.,MD, ,N, ,N,Subsidiary,Company,170203.0,Service Properties Trust, ,US,SVC US,US,US,,HPT IHG Properties Trust,,BBG001G9RMX6,BBG001FGTD78,BBG001FGTD78,N.A.,HPT IHG Properties Trust,Service Properties Trust,Service Properties Trust,N.A.,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,170203.0,Service Properties Trust,US, ,N.A.,Y,SVC,N.A.,529900IS770AG1K9QG27, , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
24420264,Ulster Anaesthetics Ltd,12767402.0,United Drug UK Holdings Ltd,"Consumer, Cyclical",Distribution/Wholesale,Distribution/Wholesale,GB,GB,GB,N.A.,N.A.,";2;6;1;1;Maryland Industrial Estate;1;Ballygowan Road, Castlereagh;1;Belfast;1; ;1;BT23 6BL;1;United Kingdom;",N,Distribution/Wholesale,N,Subsidiary,Company,112449.0,UDG Healthcare PLC, ,IE,UDG LN,IE,IE,51.0, ,,BBG001MCX8M8,BBG001GJC2N5,BBG001FFBND0,N.A.,Ulster Anaesthetics Ltd,United Drug UK Holdings Ltd,UDG Healthcare PLC,N.A.,10004.0,20022.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,GB, ,www.4ni.co.uk,Y,N.A.,N.A.,549300IWG5ZPP6B8HH13, ,44-2890-44-88,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
36329456,Limmat Capital South Africa Pty Ltd,, , , , ,ZA,ZA,ZA,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,,Limmat Capital South Africa (Pty) Ltd,,BBG004WBDGQ3,N.A.,N.A.,N.A.,Limmat Capital South Africa Pty Ltd,N.A.,N.A.,N.A.,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,ZA, ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
21742259,Hangzhou Baijuyi Floor Manufacturing Co Ltd,, ,Industrial,Building Materials,Bldg Prod-Wood,CN,CN,CN,N.A.,N.A., ,N.A.,Bldg Prod-Wood,N, ,Company,, , , , , , ,190.0, ,,BBG001HDNDF0,N.A.,N.A.,N.A.,Hangzhou Baijuyi Floor Manufacturing Co Ltd,N.A.,N.A.,N.A.,10011.0,20079.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,CN, ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
32790875,Pine Mountain CDO II Ltd,10104169.0,Pine Mountain CDO Ltd,Financial,Diversified Finan Serv,Special Purpose Entity,KY,KY,KY,N.A.,N.A., ,N,Special Purpose Entity,N,Related Entities,Mortgage,10104169.0,Pine Mountain CDO Ltd, ,KY, ,KY,KY,439.0,Pine Mountain CDO II Ltd.,,BBG003FMC059,BBG001FKPWF2,BBG001FKPWF2,N.A.,Pine Mountain CDO II Ltd,Pine Mountain CDO Ltd,Pine Mountain CDO Ltd,N.A.,10008.0,20054.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,KY, ,N.A., ,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, , 
58942723,VIA IO,, , , , ,FR,FR,FR,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,,VIA.IO,,BBG00JX9KDV7,N.A.,N.A.,N.A.,VIA IO,N.A.,N.A.,N.A.,,,969500VGQ5ZKE8VR7Z78,ACTIVE,Societe a responsabilite limitee (sans autre indication),20180122,20200126,N.A.,";2;3;1;1;152 BD PEREIRE;1;PARIS 17, 75017;1;FR;",LAPSED, ,20200126,, ,FR, ,N.A.,Y,N.A.,VIA.IO,N.A., , ,N.A.,N.A., ,INSTITUT NATIONAL DE LA STATISTIQUE ET DES ETUDES ECONOMIQUES,969500Q2MA9VBQ8BG884,FULLY_CORROBORATED,, ,N.A.,N, ,PRIV
44974015,Anvilux 1 Sarl,, , , , ,LU,LU,LU,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,,Anvilux 1 S.ar.l.,,BBG008D37209,N.A.,N.A.,N.A.,Anvilux 1 Sarl,N.A.,N.A.,N.A.,,,222100BKMQUV08EGWA66,ACTIVE,SOCIETE A RESPONSABILITE LIMITEE,20160401,20180404,N.A.,";2;3;1;1;488, route de Longwy;1;Luxembourg, LU-LU L-1940;1;LU;",LAPSED, ,20180403,, ,LU, ,N.A.,Y,N.A.,Anvilux 1 S.a r.l.,N.A., , ,N.A.,N.A.,;2;1;1;1;Anvilux 1 S.a r.l.;,LuxCSD S.A.,222100T6ICDIY8V4VX70,FULLY_CORROBORATED,, ,N.A.,N, ,PRIV
1025052,Pomona Unified School District,, ,Government,Municipal,Municipal-Education,US,US,US,CA,CA,;2;6;1;1;800 South Garey Avenue;1; ;1;Pomona;1;CA;1;91766;1;United States;,Y,Municipal-Education,N, ,"Government,Municipal",1025052.0,Pomona Unified School District, ,US,45000MF US,US,US,451.0,Pomona Unified School District,,BBG001FS4P72,N.A.,BBG001FS4P72,N.A.,Pomona Unified School District,N.A.,Pomona Unified School District,N.A.,10010.0,20074.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,US, ,www.pusd.org, ,N.A.,N.A.,N.A.,1-909-397-4881,1-909-397-4800,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, , 
65096442,Inversiones SQ Ltda,, , , , ,CL,CL,CL,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,,Inversiones SQ Ltda,,BBG00PGM40P6,N.A.,N.A.,N.A.,Inversiones SQ Ltda,N.A.,N.A.,N.A.,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A., ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
22730492,Lotus Shenzhen Commercial Ltd,, ,"Consumer, Cyclical",Distribution/Wholesale,Distribution/Wholesale,CN,CN,CN,N.A.,N.A.,;2;6;1;1;Room 1020 Hualian Building;1;2008 Shennan Middle Rd Futian;1;Shenzhen;1; ;1;518030;1;China;,N.A.,Distribution/Wholesale,N, ,Company,, , , , , , ,51.0, ,,BBG001GHJ9R3,N.A.,N.A.,N.A.,Lotus Shenzhen Commercial Ltd,N.A.,N.A.,N.A.,10004.0,20022.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,CN, ,N.A.,Y,N.A.,N.A.,N.A.,86-755-8282-5121,86-755-8282-5128,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
27611975,Discount Wholesale Tyres Hemel Ltd,, ,"Consumer, Cyclical",Retail,Retail-Auto Parts,GB,GB,GB,N.A.,N.A., ,N.A.,Retail-Auto Parts,N, ,Company,, , , , , , ,54.0, ,,BBG002WRHWP4,N.A.,N.A.,N.A.,Discount Wholesale Tyres Hemel Ltd,N.A.,N.A.,N.A.,10004.0,20031.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,GB, ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
24591637,Yangzhou Xingsheng Brush Co Ltd,, ,"Consumer, Non-cyclical",Household Products/Wares,Soap&Cleaning Prepar,CN,CN,CN,N.A.,N.A., ,N.A.,Soap&Cleaning Prepar,N, ,Company,, , , , , , ,125.0, ,,BBG001MGYHR3,N.A.,N.A.,N.A.,Yangzhou Xingsheng Brush Co Ltd,N.A.,N.A.,N.A.,10005.0,20043.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,CN, ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
65456558,Witwin Beheer BV,, , , , ,NL,NL,NL,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,,Witwin Beheer B.V.,,BBG00PV5FYV3,N.A.,N.A.,N.A.,Witwin Beheer BV,N.A.,N.A.,N.A.,,,7245001FK29GE4JUQQ11,ACTIVE,Besloten vennootschap met beperkte aansprakelijkheid,20190724,20190724,N.A.,";2;3;1;1;Canadalaan 10a;1;Groningen, 9728EE;1;NL;",ISSUED, ,20200724,, ,NL, ,N.A.,Y,N.A.,Witwin Beheer B.V.,N.A., , ,N.A.,N.A., ,Kamer van Koophandel,724500A93Z8V1MJK5349,FULLY_CORROBORATED,, ,N.A.,N, ,PRIV
50682046,Ooedo Onsen Reit Investment Corp,, ,Financial,REITS,REITS-Diversified,JP,JP,JP,N.A.,N.A.,;2;6;1;1;3-3-4 Nihombashihoncho;1; ;1;Chuo-Ku;1; ;1;103-0023;1;Japan;,Y,REITS-Diversified,N, ,Company,50682046.0,Ooedo Onsen Reit Investment Corp, ,JP,3472 JP,JP,JP,170.0,Ooedo Onsen Reit Investment Corporation,,BBG00DHV1SV7,N.A.,BBG00DHV1SV7,N.A.,Ooedo Onsen Reit Investment Corp,N.A.,Ooedo Onsen Reit Investment Co,N.A.,10008.0,20057.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,JP, ,www.oom-reit.com,N,N.A.,N.A.,N.A., ,81-3-6262-5200,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PUB
44795312,Promotrans OOO,, ,Industrial,Transportation,Transport-Truck,RU,RU,RU,N.A.,N.A., ,N.A.,Transport-Truck,N, ,Company,, , , , , , ,238.0, ,,BBG008898MJ7,N.A.,N.A.,N.A.,Promotrans OOO,N.A.,N.A.,N.A.,10011.0,20091.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,RU, ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
29293333,Unisole Food & Beverage Co Ltd,, ,"Consumer, Non-cyclical",Beverages,Beverages-Non-alcoholic,KR,KR,KR,N.A.,N.A., ,Y,Beverages-Non-alcoholic,N, ,Company,29293333.0,Unisole Food & Beverage Co Ltd, ,KR,168950 KF,KR,KR,81.0,"Unisole Food & Beverage Co., Ltd.",,BBG002PC12S5,N.A.,BBG002PC12S5,N.A.,Unisole Food & Beverage Co Ltd,N.A.,Unisole Food & Beverage Co Ltd,N.A.,10005.0,20036.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,KR, ,N.A.,N,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PUB
36831141,3d Security Inc,, ,"Consumer, Non-cyclical",Commercial Services,Protection-Safety,US,US,US,SD,N.A., ,N.A.,Protection-Safety,N, ,Company,, , , , , , ,91.0, ,,BBG005TP4N42,N.A.,N.A.,N.A.,3d Security Inc,N.A.,N.A.,N.A.,10005.0,20038.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,US, ,www.3dsec.com,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
